created_on,property_type,place_name,place_with_parent_names,lat,lon,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,floor,rooms,expenses,properati_url,barrio
2018-01-09,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5471454,-58.47067579999999,220000.0,70.0,67.0,3142.857142857143,14.0,2.0,,https://www.properati.com.ar/1jhcs_venta_departamento_nunez_paroissien_2500_balcon_terraza_luminoso_vista_lujoso_garage_amenities_impecable_apto-credito-hipotecario_arquitectos-ambrosini-const-inmob-s-r-l,SAAVEDRA
2018-01-09,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5485383,-58.4686063,119000.0,40.0,36.0,2975.0,11.0,1.0,,https://www.properati.com.ar/1jhd0_venta_departamento_nunez_avenida-garcia-del-rio_2500_balcon_lavadero_parrilla_piscina_sum_terraza_luminoso_lujoso_garage_amenities_losa-radiante_arquitectos-ambrosini-const-inmob-s-r-l,SAAVEDRA
2018-01-09,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.55445862,-58.49300385,165000.0,58.0,49.0,2844.827586206897,,1.0,,https://www.properati.com.ar/1jhmx_venta_departamento_belgrano_ruiz-huidobro_4600_balcon_luminoso_garage_estrenar_grupo-zeta-inmobiliaria,SAAVEDRA
2018-01-09,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.55424118,-58.49155045,206000.0,70.0,61.0,2942.857142857143,,1.0,,https://www.properati.com.ar/1jjan_venta_departamento_saavedra_naon_3500_baulera_suite_luminoso_apto-credito-hipotecario_grupo-zeta-inmobiliaria,SAAVEDRA
2018-01-10,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.549741,-58.486219999999996,62700.0,44.0,44.0,1425.0,,2.0,,https://www.properati.com.ar/1jjqc_venta_departamento_saavedra_lavadero_luminoso_garage_estrenar_andereggen-propiedades,SAAVEDRA
2018-01-18,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5531880127,-58.48866431850001,128000.0,56.0,56.0,2285.714285714286,1.0,3.0,700.0,https://www.properati.com.ar/1jlos_venta_departamento_saavedra_holmberg_4191_balcon_lavadero_luminoso_addario-propiedades,SAAVEDRA
2018-01-18,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.553278000000006,-58.478315,110000.0,33.0,33.0,3333.333333333333,2.0,1.0,,https://www.properati.com.ar/1jnuu_venta_departamento_saavedra_balcon_lavadero_parrilla_piscina_sum_luminoso_amenities_placard_re-max-liberty,SAAVEDRA
2018-01-18,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.549344,-58.479818,160000.0,45.0,39.0,3555.555555555556,1.0,2.0,,https://www.properati.com.ar/1jo4s_venta_departamento_saavedra_balcon_garage_re-max-bur-oacute,SAAVEDRA
2018-01-18,house,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.552907,-58.476319,340000.0,138.0,116.0,2463.768115942029,1.0,4.0,,https://www.properati.com.ar/1joek_venta_ph_saavedra_suite_lavadero_parrilla_patio_toilette_vestidor_garage_impecable_aire-acondicionado_re-max-central,SAAVEDRA
2018-01-18,PH,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.552306,-58.492155000000004,109000.0,48.0,48.0,2270.833333333333,,3.0,,https://www.properati.com.ar/1joff_venta_ph_saavedra_suite_terraza_re-max-acci-oacute-n,SAAVEDRA
2018-01-19,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.54297639999999,-58.481156299999995,105000.0,67.0,37.0,1567.1641791044776,,1.0,,https://www.properati.com.ar/1jpet_venta_departamento_saavedra_piscina_sum_terraza_garage_impecable_placard_desarrollista-com,SAAVEDRA
2018-01-19,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.54297639999999,-58.481156299999995,105000.0,67.0,37.0,1567.1641791044776,,2.0,,https://www.properati.com.ar/1jpev_venta_departamento_saavedra_piscina_sum_terraza_garage_impecable_placard_desarrollista-com,SAAVEDRA
2018-01-19,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5535276,-58.473599,199000.0,83.0,56.0,2397.590361445783,,3.0,,https://www.properati.com.ar/1jq9h_venta_departamento_nunez_balcon_lavadero_piscina_terraza_luminoso_garage_placard_apto-credito-hipotecario_bienvende-amelia-claro_g7c,SAAVEDRA
2018-01-19,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5558895,-58.479364399999994,155000.0,73.0,53.0,2123.287671232877,,2.0,,https://www.properati.com.ar/1jqm7_venta_departamento_saavedra_jardin_placard_aire-acondicionado_claus-propiedades,SAAVEDRA
2018-01-19,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5558895,-58.479364399999994,115000.0,45.0,38.0,2555.555555555556,,2.0,,https://www.properati.com.ar/1jqxg_venta_departamento_saavedra_balcon_patio_placard_aire-acondicionado_claus-propiedades_htg,SAAVEDRA
2018-01-19,house,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5517245,-58.48585550000001,645000.0,,600.0,,,,,https://www.properati.com.ar/1jr9k_venta_casa_saavedra_balcon_baulera_suite_jardin_lavadero_piscina_terraza_toilette_vestidor_luminoso_vista_garage_doble-circulacion_serrano-propiedades_exn,SAAVEDRA
2018-01-19,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5509372113,-58.482987288800004,155000.0,65.0,60.0,2384.615384615385,,2.0,,https://www.properati.com.ar/1jrid_venta_departamento_saavedra_balcon_terraza_luminoso_vista_garage_placard_aire-acondicionado_estrenar_losa-radiante_franca-propiedades_eqx,SAAVEDRA
2018-01-19,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5496799,-58.47175,100000.0,36.0,33.0,2777.777777777778,,1.0,,https://www.properati.com.ar/1jrn1_venta_departamento_belgrano_balcon_luminoso_estrenar_montesano-propiedades_hid,SAAVEDRA
2018-01-19,house,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5501091,-58.482338399999996,340000.0,,148.0,,,,,https://www.properati.com.ar/1js87_venta_casa_nunez_balcon_jardin_parrilla_toilette_luminoso_garage_bienvende-amelia-claro_g7c,SAAVEDRA
2018-01-19,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.55463079,-58.4773010057,158000.0,52.0,51.0,3038.4615384615386,,3.0,,https://www.properati.com.ar/1jstw_venta_departamento_saavedra_balcon_piscina_garage_estrenar_daniel-sarati-inmuebles,SAAVEDRA
2018-01-19,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.55402120000001,-58.490653200000004,95000.0,38.0,36.0,2500.0,,1.0,,https://www.properati.com.ar/1jt1n_venta_departamento_saavedra_luminoso_estrenar_gewin_h3a,SAAVEDRA
2018-01-19,PH,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5464693,-58.4813796,430000.0,,280.0,,,,,https://www.properati.com.ar/1jtur_venta_ph_nunez_suite_hidromasaje_parrilla_piscina_dependencias_garage_riveros-negocios-inmobiliarios,SAAVEDRA
2018-01-19,house,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5465011657,-58.4812706751,430000.0,,280.0,,,,,https://www.properati.com.ar/1jtus_venta_casa_saavedra_suite_hidromasaje_parrilla_piscina_dependencias_garage_riveros-negocios-inmobiliarios,SAAVEDRA
2018-01-19,PH,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5465011657,-58.4812706751,430000.0,,280.0,,,,,https://www.properati.com.ar/1jtuy_venta_ph_saavedra_suite_hidromasaje_parrilla_piscina_dependencias_garage_riveros-negocios-inmobiliarios,SAAVEDRA
2018-01-20,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.549832,-58.486318999999995,110000.0,53.0,53.0,2075.4716981132074,2.0,3.0,,https://www.properati.com.ar/1ju6y_venta_departamento_saavedra_balcon_jardin_luminoso_garage_placard_re-max-bur-oacute,SAAVEDRA
2018-01-20,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.542355,-58.474484999999994,260000.0,86.0,77.0,3023.255813953489,2.0,4.0,,https://www.properati.com.ar/1juaz_venta_departamento_saavedra_balcon_lavadero_toilette_luminoso_garage_placard_aire-acondicionado_re-max-platino,SAAVEDRA
2018-01-20,PH,Villa Urquiza,|Argentina|Capital Federal|Villa Urquiza|,-34.568089,-58.506238,145000.0,70.0,70.0,2071.428571428572,,3.0,,https://www.properati.com.ar/1jugj_venta_ph_villa-urquiza_lavadero_patio_vestidor_luminoso_placard_apto-credito-hipotecario_re-max-avenida,SAAVEDRA
2018-01-20,PH,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.568089,-58.506238,145000.0,70.0,70.0,2071.428571428572,,3.0,,https://www.properati.com.ar/1jugm_venta_ph_saavedra_lavadero_patio_vestidor_luminoso_placard_apto-credito-hipotecario_re-max-avenida,SAAVEDRA
2018-01-20,house,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5574568,-58.488174699999995,600000.0,331.0,178.0,1812.6888217522655,,5.0,,https://www.properati.com.ar/1jush_venta_casa_saavedra_baulera_suite_jardin_lavadero_patio_piscina_terraza_toilette_vestidor_luminoso_vista_placard_aire-acondicionado_vivir-propiedades_fvn,SAAVEDRA
2018-01-20,house,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5574568,-58.488174699999995,600000.0,331.0,178.0,1812.6888217522655,,5.0,,https://www.properati.com.ar/1jusj_venta_casa_nunez_baulera_suite_jardin_lavadero_patio_piscina_terraza_toilette_vestidor_luminoso_vista_placard_aire-acondicionado_vivir-propiedades_fvn,SAAVEDRA
2018-01-20,house,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5574568,-58.488174699999995,600000.0,331.0,178.0,1812.6888217522655,,5.0,,https://www.properati.com.ar/1jusn_venta_casa_belgrano_baulera_suite_jardin_lavadero_patio_piscina_terraza_toilette_vestidor_luminoso_vista_placard_aire-acondicionado_vivir-propiedades_fvn,SAAVEDRA
2018-01-20,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5558895,-58.479364399999994,127000.0,48.0,43.0,2645.833333333333,,1.0,,https://www.properati.com.ar/1k0gi_venta_departamento_saavedra_balcon_placard_aire-acondicionado_apto-credito-hipotecario_claus-propiedades_htg,SAAVEDRA
2018-01-21,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5496424,-58.47412270000001,350000.0,89.0,,3932.5842696629215,,,,https://www.properati.com.ar/1k0of_venta_departamento_saavedra_balcon_jardin_parrilla_piscina_sum_terraza_lujoso_belforte-propiedades,SAAVEDRA
2018-01-21,house,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.553844,-58.475654000000006,580000.0,278.0,215.0,2086.3309352517986,,5.0,,https://www.properati.com.ar/1k0vd_venta_casa_saavedra_suite_lavadero_parrilla_patio_piscina_quincho_terraza_toilette_luminoso_vista_garage_placard_re-max-uno-iv,SAAVEDRA
2018-01-21,house,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.553349,-58.478722999999995,360000.0,205.0,178.0,1756.0975609756094,,4.0,,https://www.properati.com.ar/1k127_venta_casa_saavedra_balcon_lavadero_quincho_terraza_dependencias_garage_re-max-habitat,SAAVEDRA
2018-01-24,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5443244,-58.4794946,142000.0,49.0,43.0,2897.9591836734694,,2.0,2000.0,https://www.properati.com.ar/1k24u_venta_departamento_saavedra_suite_lavadero_parrilla_patio_piscina_sum_toilette_garage_apto-credito-hipotecario_ruiz-propiedades_cd6,SAAVEDRA
2018-01-24,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5487896,-58.4698978,375000.0,75.0,71.0,5000.0,,3.0,,https://www.properati.com.ar/1k29f_venta_departamento_nunez_balcon_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_luminoso_sauna_lujoso_garage_amenities_aire-acondicionado_losa-radiante_aldea-urbana_ek0,SAAVEDRA
2018-01-24,PH,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5484439,-58.4907669,145000.0,120.0,80.0,1208.3333333333333,,4.0,,https://www.properati.com.ar/1k2c7_venta_ph_saavedra_riveros-negocios-inmobiliarios,SAAVEDRA
2018-01-24,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5558895,-58.479364399999994,113000.0,43.0,38.0,2627.906976744186,,1.0,,https://www.properati.com.ar/1k2eo_venta_departamento_saavedra_balcon_placard_aire-acondicionado_claus-propiedades_htg,SAAVEDRA
2018-01-24,PH,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5494255,-58.473079799999994,205000.0,100.0,65.0,2050.0,,3.0,,https://www.properati.com.ar/1k2t7_venta_ph_saavedra_del-vecchio-propiedades_4rt,SAAVEDRA
2018-01-25,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5435313,-58.479991000000005,135000.0,43.0,39.0,3139.534883720931,,2.0,3500.0,https://www.properati.com.ar/1k373_venta_departamento_saavedra_balcon_parrilla_piscina_sum_luminoso_lujoso_amenities_impecable_aire-acondicionado_grupo-fratelli,SAAVEDRA
2018-01-25,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5485383,-58.4686063,260000.0,77.0,77.0,3376.623376623377,,4.0,,https://www.properati.com.ar/1k3c0_venta_departamento_nunez_toilette_garage_f-gk-propiedades_7ej,SAAVEDRA
2018-01-25,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5561746669,-58.4885957455,98000.0,33.0,29.0,2969.696969696969,,1.0,,https://www.properati.com.ar/1k3fj_venta_departamento_saavedra_apto-credito-hipotecario_basso-bienes-raices_eqq,SAAVEDRA
2018-01-27,PH,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.544424,-58.479473999999996,260000.0,113.0,76.0,2300.884955752213,,3.0,,https://www.properati.com.ar/1k61z_venta_ph_saavedra_suite_jardin_lavadero_parrilla_quincho_toilette_placard_re-max-bur-oacute,SAAVEDRA
2018-01-29,house,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.551458000000004,-58.483465,530000.0,246.0,190.0,2154.471544715447,,6.0,,https://www.properati.com.ar/1k7un_venta_casa_saavedra_baulera_suite_hidromasaje_lavadero_parrilla_patio_terraza_toilette_vestidor_lujoso_garage_re-max-central,SAAVEDRA
2018-01-30,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5504916461,-58.4710415826,137000.0,84.0,46.0,1630.952380952381,,2.0,,https://www.properati.com.ar/1k8cm_venta_departamento_belgrano_patio_luminoso_olivas-propiedades,SAAVEDRA
2018-01-31,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5435313,-58.479991000000005,135000.0,43.0,39.0,3139.534883720931,,1.0,3500.0,https://www.properati.com.ar/1k8zu_venta_departamento_saavedra_balcon_parrilla_piscina_sum_luminoso_lujoso_amenities_impecable_aire-acondicionado_grupo-fratelli,SAAVEDRA
2018-01-31,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.554666,-58.484618999999995,128000.0,50.0,49.0,2560.0,3.0,3.0,,https://www.properati.com.ar/1kazj_venta_departamento_saavedra_baulera_lavadero_sotano_luminoso_re-max-bur-oacute,SAAVEDRA
2018-01-31,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5538486914,-58.4883567595,87000.0,34.0,29.0,2558.8235294117653,,1.0,2000.0,https://www.properati.com.ar/1kb62_venta_departamento_saavedra_balcon_antorcha-hijos-propiedades,SAAVEDRA
2018-01-31,PH,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.546597799999994,-58.4722147,390000.0,153.0,113.0,2549.019607843137,,5.0,,https://www.properati.com.ar/1kci7_venta_ph_saavedra_lavadero_patio_terraza_toilette_garage_placard_folger-propiedades,SAAVEDRA
2018-01-31,PH,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5510234,-58.4743206,365000.0,200.0,150.0,1825.0,,6.0,,https://www.properati.com.ar/1ke53_venta_ph_nunez_lavadero_patio_terraza_toilette_luminoso_nativa-propiedades,SAAVEDRA
2018-01-31,apartment,Saavedra,|Argentina|Capital Federal|Saavedra|,-34.5557474,-58.481858100000004,146000.0,43.0,32.0,3395.3488372093025,,1.0,,https://www.properati.com.ar/1kfed_venta_departamento_saavedra_balcon_lavadero_parrilla_sum_terraza_luminoso_electrogeno_grupo-zeta-inmobiliaria_e4p,SAAVEDRA
2018-02-01,house,San Isidro,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,-34.542355,-58.474484999999994,380000.0,,240.0,,,4.0,5400.0,https://www.properati.com.ar/1kh1p_venta_casa_san-isidro_jardin_parrilla_piscina_quincho_impecable_mosquera-gallastegui,SAAVEDRA
2017-08-29,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.554763,-58.453853,141000.0,51.0,43.0,2764.7058823529414,,2.0,,https://www.properati.com.ar/1dzpe_venta_departamento_belgrano_balcon_baulera_suite_lavadero_parrilla_piscina_sum_vestidor_garage_placard_aire-acondicionado_apto-credito-hipotecario_re-max-liberty,BELGRANO
2017-08-29,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.55489179999999,-58.4396041,150000.0,45.0,42.0,3333.333333333333,1.0,1.0,2000.0,https://www.properati.com.ar/1e05t_alquiler_departamento_nunez_gral-antonio-jose-de-sucre-922_balcon_estrenar_rosso-propiedades_awx,BELGRANO
2017-08-29,house,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.546929612199996,-58.4504494511,585000.0,290.0,290.0,2017.2413793103449,,,,https://www.properati.com.ar/1e072_venta_casa_nunez_solier-daniel-de-alte-_921_suite_parrilla_patio_terraza_vestidor_lujoso_garage_folger-propiedades,BELGRANO
2017-08-29,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.553932,-58.45499,169000.0,68.0,42.0,2485.294117647059,1.0,2.0,,https://www.properati.com.ar/1e08a_venta_departamento_belgrano_balcon_baulera_suite_lavadero_patio_vestidor_garage_apto-credito-hipotecario_re-max-platino,BELGRANO
2017-08-29,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5617946519,-58.452633327700006,890000.0,287.0,287.0,3101.0452961672468,,5.0,24700.0,https://www.properati.com.ar/1e0b1_venta_departamento_belgrano_arcos-al-1900_suite_lavadero_piscina_toilette_vestidor_dependencias_garage_subte-linea-d_tesler-propiedades,BELGRANO
2017-08-30,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5559653,-58.4512074,260000.0,87.0,,2988.5057471264367,,3.0,,https://www.properati.com.ar/1e231_venta_departamento_belgrano_olazabal_1600_balcon_lavadero_dependencias_garage_ivan-maschwitz-cmcpsi-6156-coldwell-banker-puerto-norte-group,BELGRANO
2017-08-30,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5589919788,-58.456385992600005,650000.0,210.0,180.0,3095.238095238096,,4.0,,https://www.properati.com.ar/1e2kp_venta_departamento_belgrano_balcon_piscina_sum_terraza_luminoso_garage_losa-radiante_subte-linea-d_jacobi-propiedades_g52,BELGRANO
2017-08-31,house,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5554616,-58.4419909,3100000.0,530.0,424.0,5849.056603773585,,4.0,,https://www.properati.com.ar/1e3lw_venta_casa_belgrano_cazadores_1900_suite_jardin_parrilla_piscina_sotano_terraza_luminoso_arana-parera-propiedades_h3y,BELGRANO
2017-08-31,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5548527,-58.45658220000001,145000.0,47.0,43.0,3085.1063829787236,,1.0,,https://www.properati.com.ar/1e4a2_venta_departamento_belgrano_balcon_luminoso_lujoso_subte-linea-d_braica-bienes-raices,BELGRANO
2017-08-31,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.562556,-58.442523,247000.0,110.0,102.0,2245.4545454545455,1.0,3.0,,https://www.properati.com.ar/1e4z3_venta_departamento_belgrano_balcon_baulera_lavadero_toilette_lujoso_dependencias_garage_placard_losa-radiante_re-max-win,BELGRANO
2017-09-01,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5566769,-58.4424547,310000.0,98.0,94.0,3163.2653061224487,,,3500.0,https://www.properati.com.ar/1e6nd_venta_departamento_belgrano_sucre-antonio-jose-de-mcal-_1100_balcon_baulera_jardin_lavadero_toilette_luminoso_garage_losa-radiante_yes-propiedades-com_aye,BELGRANO
2017-09-01,house,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.550328799999996,-58.448038100000005,770000.0,350.0,234.0,2200.0,,6.0,,https://www.properati.com.ar/1e6qk_venta_casa_belgrano_hernandez-rafael_2600_suite_jardin_lavadero_parrilla_piscina_terraza_vestidor_luminoso_dependencias_aire-acondicionado_busquet-vision-inmobiliaria,BELGRANO
2017-09-01,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,-34.5541922,-58.4363887,155000.0,45.0,40.0,3444.444444444445,,1.0,3500.0,https://www.properati.com.ar/1e6u2_venta_departamento_nunez_balcon_gimnasio_piscina_sum_luminoso_lujoso_amenities_aire-acondicionado_estrenar_wyp-propiedades,BELGRANO
2017-09-02,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5615189373,-58.4672435747,165000.0,56.0,56.0,2946.4285714285716,,2.0,,https://www.properati.com.ar/1e9hq_venta_departamento_belgrano_balcon_aire-acondicionado_estrenar_losa-radiante_l-e-group,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5621876,-58.4430869,836697.0,167.0,153.0,5010.161676646707,,4.0,,https://www.properati.com.ar/1ecf6_venta_departamento_belgrano_suite_gimnasio_piscina_sauna_lujoso_dependencias_garage_achaval-cornejo_e1u,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5621876,-58.4430869,603066.0,114.0,91.0,5290.0526315789475,,3.0,,https://www.properati.com.ar/1ecfe_venta_departamento_belgrano_suite_gimnasio_piscina_sauna_lujoso_dependencias_garage_achaval-cornejo_e1u,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5621876,-58.4430869,823305.0,159.0,144.0,5178.018867924528,,3.0,,https://www.properati.com.ar/1ecg5_venta_departamento_belgrano_suite_gimnasio_piscina_sauna_lujoso_dependencias_garage_achaval-cornejo_e1u,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5559731,-58.462013899999995,118000.0,,42.0,,,1.0,3500.0,https://www.properati.com.ar/1ed4l_venta_departamento_belgrano_cabildo-av-_2841_gimnasio_lujoso_garage_amenities_aire-acondicionado_subte-linea-d_a-cheb-terrab_f02,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5557484,-58.4618938,112000.0,42.0,42.0,2666.6666666666665,,1.0,,https://www.properati.com.ar/1ed4m_venta_departamento_belgrano_cabildo-av-_2800_balcon_garage_estrenar_subte-linea-d_a-cheb-terrab_f02,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5557484,-58.4618938,118000.0,32.0,,3687.5,,1.0,3000.0,https://www.properati.com.ar/1ed4n_venta_departamento_belgrano_cabildo-av-_2800_subte-linea-d_a-cheb-terrab_f02,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5557484,-58.4618938,118000.0,41.0,41.0,2878.0487804878053,,1.0,,https://www.properati.com.ar/1ed4o_venta_departamento_belgrano_cabildo-av-_2800_balcon_garage_subte-linea-d_a-cheb-terrab_f02,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.554458700000005,-58.4562448,220000.0,,54.0,,,2.0,3000.0,https://www.properati.com.ar/1ed9b_venta_departamento_belgrano_roosevelt-franklin-d-_1900_balcon_suite_parrilla_toilette_vestidor_luminoso_garage_subte-linea-d_jorge-ruschin,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5604394,-58.4635709,178000.0,,53.0,,,2.0,2000.0,https://www.properati.com.ar/1ed9i_venta_departamento_belgrano_balcon_lavadero_parrilla_luminoso_estrenar_jorge-ruschin,BELGRANO
2017-09-06,house,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5540631,-58.443289,840000.0,310.0,220.0,2709.6774193548385,,5.0,,https://www.properati.com.ar/1edc6_venta_casa_belgrano_cazadores_2100_balcon_baulera_suite_jardin_lavadero_parrilla_piscina_toilette_vestidor_vista_garage_impecable_aire-acondicionado_epico,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5663407,-58.4590145,500000.0,180.0,168.0,2777.777777777778,,4.0,5000.0,https://www.properati.com.ar/1edhz_venta_departamento_belgrano_balcon_lavadero_toilette_dependencias_apto-credito-hipotecario_tovado-propiedades_dk1,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.562882200000004,-58.44647220000001,1650000.0,312.0,222.0,5288.461538461538,,6.0,19950.0,https://www.properati.com.ar/1edo2_venta_departamento_belgrano_balcon_jardin_lavadero_parrilla_piscina_toilette_luminoso_vista_sauna_lujoso_dependencias_placard_covello-propiedades_9ij,BELGRANO
2017-09-06,PH,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.563772,-58.459195799999996,142000.0,55.0,52.0,2581.818181818182,,3.0,2300.0,https://www.properati.com.ar/1eeoo_venta_ph_belgrano_moldes_2000_balcon_luminoso_garage_placard_subte-linea-d_caian-negocis-inmobiliarios,BELGRANO
2017-09-06,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.556505006799995,-58.4467584455,550000.0,,220.0,,,3.0,,https://www.properati.com.ar/1efhg_venta_departamento_belgrano_del-libertador-av-_5800_garage_propiet_gp8,BELGRANO
2017-09-07,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.560495,-58.456513,335000.0,138.0,129.0,2427.536231884058,,4.0,,https://www.properati.com.ar/1eg5e_venta_departamento_belgrano_balcon_baulera_suite_lavadero_vestidor_lujoso_dependencias_garage_placard_doble-circulacion_landing-propiedades,BELGRANO
2017-09-07,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.562696700000004,-58.4602826,169000.0,55.0,51.0,3072.7272727272725,,3.0,2612.0,https://www.properati.com.ar/1eggg_venta_departamento_belgrano_balcon_lavadero_vista_garage_placard_shenk-inmobiliaria_gkj,BELGRANO
2017-09-07,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.555859999999996,-58.46190060000001,106000.0,48.0,48.0,2208.333333333333,,1.0,,https://www.properati.com.ar/1eh3d_venta_departamento_belgrano_gimnasio_hidromasaje_lavadero_sum_electrogeno_garage_amenities_estrenar_subte-linea-d_pagel-propiedades,BELGRANO
2017-09-08,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5621876,-58.4430869,2574457.0,412.0,299.0,6248.682038834952,,4.0,,https://www.properati.com.ar/1eibj_venta_departamento_belgrano_suite_gimnasio_piscina_sauna_lujoso_dependencias_garage_achaval-cornejo_e1u,BELGRANO
2017-09-08,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,-34.5672188,-58.47240920000001,295000.0,115.0,94.0,2565.217391304348,,4.0,5386.0,https://www.properati.com.ar/1ejgt_venta_departamento_belgrano_blanco-encalada_3600_balcon_baulera_lavadero_patio_toilette_dependencias_garage_soldati-propiedades,BELGRANO
